temperature,humidity,rainfall,visibility,wind_speed,road_condition,traffic_density,current_speed,hour_of_day,recommended_speed,road_condition_code,traffic_density_code
23.4,81.4,3.8,8.39,25.6,wet,medium,67.2,16,66.1,1,1
4.2,25.8,0.06,10.0,15.4,dry,low,45.5,14,93.4,0,0
7.3,82.6,0.0,1.67,0.0,dry,low,60.1,12,49.7,0,0
4.1,42.9,0.0,5.46,16.7,dry,high,65.5,5,55.6,0,2
-4.6,55.3,2.84,3.43,21.2,snow,low,80.3,15,29.1,2,0
7.5,22.5,0.4,10.0,35.3,dry,low,59.9,12,90.6,0,0
32.3,49.3,1.04,8.99,16.9,snow,high,85.8,15,44.0,2,2
-0.3,93.2,0.67,8.25,34.1,dry,medium,41.2,12,72.9,0,1
40.9,35.9,0.21,7.81,22.1,dry,low,54.5,13,81.3,0,0
3.4,86.1,10.62,0.2,19.6,wet,medium,54.7,3,34.2,1,1
-0.5,29.0,0.0,7.76,29.1,dry,medium,32.7,7,71.9,0,1
37.5,35.9,0.0,8.72,0.0,dry,high,46.5,2,67.6,0,2
4.2,69.1,12.2,0.2,13.2,wet,low,51.5,5,38.9,1,0
24.1,54.3,8.76,3.13,9.2,wet,high,63.2,3,32.8,1,2
-3.4,59.3,4.4,0.2,15.8,snow,medium,60.3,20,23.7,2,1
39.0,66.0,0.02,10.0,0.0,dry,low,43.4,9,98.3,0,0
37.7,53.2,3.72,2.3,21.6,wet,low,40.8,2,41.6,1,0
36.0,52.1,14.19,4.59,9.7,wet,medium,78.3,22,49.5,1,1
5.0,82.4,0.29,10.0,10.6,dry,low,55.2,4,93.9,0,0
37.1,40.5,0.46,6.01,4.6,dry,medium,58.3,9,68.5,0,1
23.6,37.2,0.0,2.92,15.6,dry,high,42.2,17,39.3,0,2
10.9,71.1,2.08,2.64,0.6,wet,medium,66.6,2,39.4,1,1
8.0,42.9,0.03,4.08,7.4,snow,medium,42.1,21,30.4,2,1
1.6,92.6,1.09,10.0,21.0,snow,low,65.1,9,56.2,2,0
41.5,93.6,1.02,10.0,15.1,snow,high,51.5,5,44.2,2,2
9.8,51.7,11.96,2.03,3.6,wet,low,59.0,13,41.5,1,0
39.8,26.5,0.0,8.44,17.6,dry,medium,17.7,21,78.4,0,1
23.4,35.5,0.09,4.34,12.4,dry,low,94.4,9,60.0,0,0
38.0,65.1,0.35,10.0,5.0,dry,high,34.1,12,78.1,0,2
5.3,54.9,1.0,8.64,0.0,wet,low,48.0,22,75.5,1,0
32.6,56.3,1.08,8.73,16.4,snow,low,58.5,13,54.2,2,0
7.2,97.0,0.0,8.17,19.7,dry,high,25.0,18,71.8,0,2
30.0,35.6,0.25,6.32,30.3,dry,low,68.3,7,74.6,0,0
17.6,87.5,0.54,1.07,15.4,dry,medium,48.7,1,43.0,0,1
5.3,31.8,0.13,8.1,35.1,dry,high,62.7,1,71.1,0,2
13.6,86.5,1.06,7.45,1.4,snow,medium,47.0,5,48.5,2,1
43.3,52.6,4.29,7.04,17.8,snow,medium,72.2,17,38.7,2,1
22.4,34.8,0.0,5.73,29.4,dry,medium,55.2,10,69.8,0,1
41.8,90.1,1.46,10.0,6.1,snow,high,29.4,16,47.0,2,2
43.7,76.7,1.51,8.99,0.0,wet,medium,23.1,11,66.3,1,1
30.9,58.2,13.28,1.68,13.4,wet,medium,89.3,7,38.3,1,1
31.2,30.6,0.0,6.63,17.0,dry,low,89.7,3,72.3,0,0
0.6,45.5,3.08,7.78,11.2,snow,low,48.8,3,47.8,2,0
35.0,88.9,3.28,2.14,9.5,snow,medium,69.8,15,33.5,2,1
10.6,90.6,0.0,10.0,19.9,dry,high,68.8,3,74.1,0,2
38.3,22.1,0.0,10.0,13.4,dry,low,66.4,0,89.4,0,0
42.2,31.4,0.0,9.73,15.9,dry,low,43.0,5,94.7,0,0
22.6,95.3,10.17,2.33,31.4,wet,medium,30.4,20,35.1,1,1
3.7,57.2,6.92,2.02,17.4,wet,medium,42.2,21,33.2,1,1
10.1,78.8,2.85,2.62,22.2,snow,low,49.0,23,24.6,2,0
7.8,70.3,0.7,6.92,23.0,dry,low,71.7,3,78.3,0,0
17.2,93.7,0.22,3.07,0.9,dry,medium,61.0,4,45.3,0,1
25.8,58.9,0.18,2.2,7.2,ice,medium,14.9,2,16.1,3,1
16.2,78.9,0.0,8.67,4.0,dry,high,55.6,19,73.7,0,2
34.0,26.4,3.28,1.38,17.5,snow,low,57.2,17,33.2,2,0
13.7,48.1,0.45,7.84,19.1,dry,medium,42.4,5,73.4,0,1
19.6,34.9,0.0,10.0,9.8,dry,high,43.5,3,76.5,0,2
21.4,32.9,1.97,7.14,12.7,wet,low,42.7,7,67.0,1,0
32.9,97.2,0.0,10.0,20.5,dry,low,19.2,19,91.8,0,0
11.5,72.3,0.25,9.01,0.0,dry,low,69.2,11,90.0,0,0
15.9,30.6,2.04,3.87,6.0,snow,medium,24.6,14,32.8,2,1
3.0,31.2,2.86,3.48,21.1,ice,medium,22.3,7,20.4,3,1
34.3,65.3,2.93,4.58,2.4,ice,medium,95.0,18,26.6,3,1
7.9,82.7,0.0,7.73,2.4,dry,medium,60.0,12,70.5,0,1
12.7,94.7,0.0,9.56,10.0,dry,medium,77.5,19,80.9,0,1
39.0,44.2,0.21,8.86,26.5,dry,low,36.7,1,87.9,0,0
35.4,55.9,14.95,6.15,18.7,wet,low,60.1,12,60.4,1,0
-1.5,58.8,0.43,8.66,24.3,dry,medium,58.3,14,73.4,0,1
7.1,30.9,9.56,6.05,11.3,wet,medium,47.9,22,49.2,1,1
10.4,92.9,5.4,0.2,11.1,wet,medium,12.3,21,38.8,1,1
27.7,23.3,10.87,3.68,21.2,wet,high,18.7,11,37.1,1,2
-1.7,32.8,0.0,8.46,16.0,dry,medium,80.5,8,79.0,0,1
37.5,37.7,0.0,7.62,10.9,dry,low,53.5,0,85.4,0,0
36.8,41.1,0.13,10.0,7.8,dry,high,90.7,0,73.9,0,2
25.8,99.5,0.0,9.6,22.1,dry,medium,61.3,17,81.8,0,1
7.5,71.1,10.96,6.89,4.3,wet,medium,80.6,4,60.8,1,1
35.9,28.0,0.0,10.0,3.9,dry,low,22.8,15,94.0,0,0
37.6,71.9,10.59,9.89,7.1,wet,low,27.2,23,82.6,1,0
29.2,69.7,7.45,2.7,20.0,wet,medium,66.3,19,44.4,1,1
12.4,27.7,0.0,8.7,31.4,dry,medium,81.3,4,71.6,0,1
44.7,21.7,0.52,5.5,7.2,dry,medium,87.3,15,65.5,0,1
30.3,39.2,0.1,7.92,11.7,dry,low,39.1,5,84.6,0,0
40.4,67.1,3.67,1.01,12.7,ice,low,20.8,18,22.1,3,0
12.3,73.4,3.78,0.2,13.4,ice,low,66.5,1,19.0,3,0
24.8,78.6,0.0,10.0,13.7,dry,low,78.9,1,90.4,0,0
24.5,74.5,0.0,10.0,2.2,dry,medium,65.5,3,88.5,0,1
25.8,58.2,0.0,7.04,24.7,dry,medium,29.8,19,68.8,0,1
27.1,24.6,2.12,0.2,11.4,snow,low,31.5,11,26.0,2,0
36.0,22.3,1.05,5.55,19.6,wet,medium,45.1,22,47.1,1,1
18.0,84.9,6.71,4.08,17.9,wet,low,38.9,1,52.6,1,0
14.8,48.4,2.03,3.48,8.3,wet,low,12.5,8,44.4,1,0
36.0,87.6,4.85,2.4,5.7,snow,low,52.6,2,29.2,2,0
16.2,86.6,7.76,5.88,24.9,wet,medium,45.7,21,56.4,1,1
39.3,30.1,2.93,2.58,29.3,wet,low,119.8,16,36.1,1,0
7.2,26.8,2.16,5.67,15.3,ice,medium,74.9,9,24.4,3,1
2.6,89.4,0.04,6.47,17.0,dry,medium,84.6,10,67.1,0,1
18.8,99.2,0.19,10.0,18.6,dry,medium,78.6,10,86.5,0,1
22.6,74.2,0.15,10.0,14.1,dry,low,42.5,20,95.1,0,0
12.6,87.7,4.81,1.4,24.8,ice,medium,32.7,21,14.3,3,1
0.4,46.0,0.51,5.07,10.7,dry,low,50.4,10,65.5,0,0
16.3,45.6,0.0,10.0,7.8,dry,low,27.7,16,93.3,0,0
9.0,30.4,7.01,6.32,2.0,wet,medium,58.0,16,65.6,1,1
0.8,42.4,0.0,3.94,21.2,dry,high,98.3,16,46.4,0,2
-0.5,93.2,1.82,10.0,18.3,ice,medium,44.5,10,33.3,3,1
15.4,88.6,10.13,6.31,13.2,wet,high,53.3,21,54.1,1,2
0.1,64.8,3.15,4.16,16.2,snow,medium,63.6,19,35.0,2,1
15.7,78.6,0.0,8.58,24.8,dry,medium,54.9,2,75.6,0,1
-0.8,66.7,0.53,5.47,18.5,ice,high,54.0,22,25.1,3,2
-3.9,75.2,0.07,5.95,15.3,dry,medium,54.0,23,66.4,0,1
14.7,72.9,2.76,0.2,25.7,wet,low,34.8,11,42.5,1,0
37.8,43.1,1.68,8.17,11.4,ice,low,60.2,13,33.4,3,0
8.6,71.9,3.68,4.14,0.0,ice,medium,53.0,10,24.5,3,1
14.5,39.2,0.0,7.28,0.6,dry,medium,72.2,1,71.4,0,1
10.1,73.9,0.0,10.0,5.9,dry,medium,77.5,14,87.4,0,1
3.8,95.3,0.08,9.44,15.3,dry,high,10.0,20,72.0,0,2
2.8,38.0,3.32,4.3,10.2,snow,low,25.1,6,42.3,2,0
16.4,24.2,3.3,2.89,9.2,ice,medium,69.4,4,26.9,3,1
-4.3,90.7,0.22,5.83,7.9,dry,medium,29.0,15,61.1,0,1
43.0,64.0,1.75,10.0,7.5,wet,low,24.3,16,77.0,1,0
-3.9,97.9,0.05,6.38,14.4,dry,medium,71.6,10,64.6,0,1
5.5,36.6,2.63,5.15,20.7,ice,low,59.4,23,28.4,3,0
5.0,42.8,8.03,6.55,30.0,wet,low,77.7,13,57.7,1,0
43.6,48.1,0.96,8.13,20.0,wet,high,66.4,20,59.5,1,2
30.0,25.5,0.0,2.35,1.2,dry,medium,86.5,19,40.7,0,1
11.8,95.6,0.25,5.97,13.9,dry,medium,53.6,4,62.6,0,1
-1.7,60.4,0.33,5.59,3.5,dry,medium,103.0,0,68.2,0,1
27.5,30.3,0.0,3.81,7.7,dry,medium,44.7,23,56.3,0,1
29.6,62.1,10.47,0.2,31.9,wet,low,68.0,10,31.9,1,0
1.8,26.1,0.3,4.83,19.7,dry,high,62.3,0,52.7,0,2
21.1,34.0,1.06,10.0,14.7,snow,low,49.5,14,59.0,2,0
-4.2,71.3,0.0,8.83,24.0,dry,medium,46.7,19,82.0,0,1
13.2,81.0,0.0,5.86,9.1,dry,medium,60.3,10,63.3,0,1
-1.0,36.6,13.36,10.0,6.4,wet,high,90.8,11,63.4,1,2
36.1,23.5,0.0,6.74,7.7,dry,low,33.3,12,75.3,0,0
11.5,45.2,11.67,1.79,11.0,wet,medium,97.4,5,39.6,1,1
44.9,92.5,10.03,2.68,13.3,wet,low,55.6,10,33.6,1,0
22.3,23.1,0.0,10.0,11.2,dry,low,45.3,12,92.0,0,0
4.8,25.7,0.0,6.6,10.9,dry,high,43.5,17,63.1,0,2
27.9,49.3,0.0,6.54,8.7,dry,medium,49.3,22,72.0,0,1
-0.1,87.8,0.21,5.33,16.5,dry,medium,68.0,3,62.1,0,1
35.4,56.2,14.6,2.27,20.6,wet,low,33.0,3,36.4,1,0
11.6,50.9,0.2,9.14,24.4,snow,low,70.0,20,55.4,2,0
26.0,56.0,9.14,0.2,14.0,wet,low,14.4,18,38.3,1,0
9.6,24.7,0.0,5.85,15.9,dry,low,36.7,4,72.5,0,0
11.0,70.3,3.38,4.99,5.9,snow,medium,10.0,16,41.9,2,1
15.5,47.7,1.15,9.09,30.5,ice,medium,75.1,1,30.7,3,1
11.9,99.8,4.75,4.15,1.1,wet,medium,67.6,16,45.2,1,1
23.2,72.2,0.05,4.24,30.1,dry,high,72.2,17,47.3,0,2
23.8,48.5,0.3,6.37,0.0,dry,medium,55.6,22,70.5,0,1
4.3,56.1,0.0,10.0,18.2,dry,medium,59.6,7,84.9,0,1
18.1,73.1,0.8,7.86,6.2,ice,low,78.7,8,39.9,3,0
-2.3,95.4,0.17,5.03,6.7,dry,low,52.7,23,67.1,0,0
22.2,41.5,0.0,9.79,10.8,dry,medium,58.1,5,86.9,0,1
1.7,41.4,3.43,5.71,0.0,snow,low,37.9,12,43.0,2,0
19.8,69.3,0.15,5.81,12.8,dry,low,61.9,0,72.1,0,0
25.5,51.6,7.67,0.2,18.8,wet,high,44.3,15,30.3,1,2
18.0,63.5,0.0,10.0,7.7,dry,medium,39.1,20,87.3,0,1
20.9,82.6,0.0,10.0,9.8,dry,medium,57.4,4,82.6,0,1
4.8,47.9,12.49,0.2,3.5,wet,medium,66.7,8,34.9,1,1
19.6,32.0,0.6,10.0,19.2,dry,low,82.5,12,94.2,0,0
29.0,57.4,3.72,3.26,24.3,snow,low,42.5,9,31.4,2,0
4.9,27.2,11.56,1.11,27.2,wet,low,72.1,13,37.6,1,0
16.5,65.3,0.06,6.07,22.0,dry,medium,56.7,19,64.8,0,1
44.7,94.6,11.33,0.2,23.6,wet,low,22.9,9,40.5,1,0
16.2,80.9,0.12,2.35,15.0,dry,medium,55.2,12,41.7,0,1
8.3,22.3,2.71,2.56,12.1,snow,low,66.0,23,33.4,2,0
33.0,41.4,0.28,3.85,14.2,dry,low,78.1,16,60.6,0,0
31.5,74.4,0.14,6.01,18.5,dry,medium,25.5,17,69.3,0,1
16.3,22.3,0.03,8.28,25.9,dry,low,71.9,18,80.9,0,0
17.2,89.2,0.02,10.0,22.8,dry,medium,50.8,21,89.7,0,1
39.4,81.2,0.0,5.5,13.9,dry,medium,77.5,6,59.8,0,1
43.8,37.5,0.0,2.72,16.3,dry,high,63.9,21,32.7,0,2
38.9,49.0,0.0,5.51,26.3,dry,high,42.3,18,50.2,0,2
30.8,96.2,11.51,0.96,17.5,wet,medium,55.3,18,38.9,1,1
5.9,91.3,13.37,5.53,13.2,wet,low,52.5,2,57.3,1,0
38.5,64.8,0.0,6.73,20.8,dry,medium,39.1,14,73.4,0,1
29.0,49.7,1.36,10.0,19.8,snow,low,51.2,20,60.9,2,0
14.6,48.8,1.76,7.26,14.4,snow,low,80.1,16,48.6,2,0
35.1,42.4,14.87,1.04,17.7,wet,high,43.2,14,26.2,1,2
22.1,53.8,0.38,8.15,13.9,snow,high,55.8,17,42.3,2,2
16.7,58.8,0.11,10.0,8.2,dry,medium,95.1,4,88.9,0,1
42.8,20.5,4.37,4.53,23.2,ice,high,43.9,0,24.9,3,2
17.6,64.3,11.27,2.97,25.0,wet,high,80.8,14,31.4,1,2
44.1,32.5,0.0,7.69,8.5,dry,high,69.3,21,70.8,0,2
41.6,53.5,6.36,2.61,35.3,wet,medium,57.7,23,39.5,1,1
33.8,51.5,0.05,5.65,9.1,dry,medium,57.2,3,59.2,0,1
-2.9,86.8,0.18,10.0,26.4,ice,medium,31.6,18,37.0,3,1
17.7,96.9,0.0,9.91,7.9,dry,low,87.1,4,91.2,0,0
36.8,68.9,0.0,3.78,2.1,dry,high,18.6,0,44.8,0,2
19.9,83.2,0.09,5.87,19.6,dry,low,42.3,0,74.0,0,0
21.4,68.6,0.0,7.52,8.5,dry,low,64.4,0,79.3,0,0
26.8,63.7,0.16,10.0,10.1,dry,low,21.8,4,92.2,0,0
15.6,59.9,0.0,10.0,9.3,dry,medium,89.9,20,85.6,0,1
44.2,91.4,4.13,4.0,21.9,wet,low,84.4,22,42.4,1,0
3.1,92.9,7.64,0.46,0.2,wet,medium,58.6,19,38.8,1,1
22.8,51.7,1.36,6.28,34.6,ice,low,25.2,7,28.9,3,0
2.5,96.7,0.0,6.51,28.7,dry,high,29.7,17,60.5,0,2
21.0,34.3,0.0,8.5,15.2,dry,high,63.6,5,74.2,0,2
0.5,91.1,0.32,7.8,18.8,dry,low,19.7,11,82.4,0,0
13.6,63.6,10.42,2.86,0.0,wet,medium,56.5,9,37.7,1,1
26.5,55.3,0.0,10.0,9.0,dry,high,52.6,8,74.3,0,2
8.9,84.8,0.0,2.16,14.1,dry,medium,53.6,23,45.5,0,1
17.4,67.4,4.96,2.09,21.1,snow,low,43.5,20,22.8,2,0
37.9,38.2,0.12,6.56,4.6,snow,high,60.4,21,37.0,2,2
8.7,35.3,5.99,4.2,27.8,wet,medium,48.5,6,45.5,1,1
40.8,70.5,0.04,5.94,10.1,dry,high,36.8,14,58.9,0,2
14.2,61.6,4.47,2.1,30.6,snow,low,52.8,19,30.5,2,0
12.3,56.0,0.21,9.89,10.2,dry,low,101.8,21,94.8,0,0
5.5,67.5,0.11,3.9,0.0,dry,medium,58.9,3,50.5,0,1
36.6,53.7,0.18,2.23,0.0,dry,low,68.5,22,49.2,0,0
4.2,45.8,2.01,0.56,1.3,snow,high,28.6,21,22.3,2,2
16.4,98.4,0.08,6.37,27.3,dry,medium,66.4,5,62.9,0,1
14.8,87.2,5.7,2.05,18.1,wet,high,63.2,1,30.6,1,2
28.2,80.0,3.32,0.2,16.6,wet,low,67.2,12,44.4,1,0
16.4,90.3,0.35,10.0,12.9,dry,medium,45.7,21,87.5,0,1
2.8,67.2,0.14,5.06,1.1,dry,high,30.8,18,53.9,0,2
10.3,83.7,14.04,7.51,7.1,wet,medium,61.0,9,59.5,1,1
37.5,28.2,0.0,4.85,0.0,dry,low,19.3,4,65.5,0,0
35.0,94.9,0.14,7.9,7.9,dry,medium,27.0,0,83.1,0,1
43.8,60.9,6.96,2.94,17.3,wet,medium,53.8,23,35.4,1,1
-1.9,24.6,12.81,4.86,14.7,wet,medium,77.4,4,43.3,1,1
31.2,30.5,0.48,10.0,21.8,dry,high,27.0,11,76.0,0,2
22.1,31.7,0.54,4.61,17.6,dry,high,41.8,21,49.4,0,2
22.1,23.4,3.39,5.32,17.2,snow,medium,35.0,13,38.8,2,1
29.3,29.0,0.0,6.36,27.0,dry,low,86.6,8,69.3,0,0
9.0,70.2,0.13,10.0,29.0,dry,low,35.3,12,94.5,0,0
21.2,24.5,0.0,10.0,13.5,dry,low,71.3,8,95.2,0,0
15.2,37.9,0.04,6.59,10.9,dry,medium,81.4,12,71.9,0,1
30.2,41.5,9.76,1.36,26.1,wet,medium,34.8,21,33.7,1,1
7.3,96.5,0.0,8.36,11.1,dry,low,16.6,8,87.9,0,0
0.8,30.3,0.0,6.06,14.8,dry,low,78.9,0,78.2,0,0
-0.9,89.1,0.02,2.44,6.5,dry,medium,45.6,21,43.8,0,1
33.9,27.6,0.07,2.65,35.8,dry,medium,29.4,14,40.3,0,1
21.8,48.9,13.28,1.23,8.9,wet,low,46.8,8,38.0,1,0
40.0,47.5,0.0,6.8,2.9,dry,high,29.1,20,66.6,0,2
8.4,75.2,0.15,10.0,17.6,dry,medium,50.3,11,89.2,0,1
19.5,61.3,2.56,5.02,11.5,snow,medium,57.1,16,39.3,2,1
2.3,88.8,0.0,3.58,28.8,dry,high,45.8,18,46.3,0,2
18.0,30.5,0.0,5.66,1.5,dry,low,41.4,7,70.6,0,0
38.7,61.6,0.01,6.95,14.3,dry,high,32.6,5,62.1,0,2
15.9,57.0,5.33,5.54,18.6,wet,high,46.6,20,43.9,1,2
7.1,41.5,13.52,0.2,30.6,wet,high,54.7,9,25.0,1,2
-3.3,51.6,12.09,2.16,26.1,wet,low,65.2,5,34.7,1,0
-3.1,85.9,0.04,10.0,22.5,dry,medium,55.9,3,82.5,0,1
0.3,91.2,0.0,6.72,15.8,dry,medium,72.2,1,73.4,0,1
-3.9,90.4,2.97,0.56,13.1,ice,medium,36.4,23,17.0,3,1
28.3,38.6,0.0,9.14,5.2,dry,low,45.3,17,88.9,0,0
7.0,100.0,0.32,10.0,25.4,dry,medium,35.6,12,88.2,0,1
11.3,52.8,0.31,5.09,0.0,snow,high,62.6,20,36.7,2,2
15.8,57.8,0.0,7.51,3.0,dry,medium,10.0,7,75.2,0,1
-2.1,35.1,7.21,3.47,20.6,wet,medium,30.2,17,39.5,1,1
-3.7,26.2,0.42,8.28,24.7,dry,medium,73.6,5,73.5,0,1
38.5,79.1,0.0,9.26,9.0,dry,medium,55.8,11,83.5,0,1
2.9,21.5,4.86,2.68,9.7,snow,low,80.6,0,32.8,2,0
3.2,85.1,0.68,10.0,7.1,dry,low,47.3,14,96.9,0,0
38.3,44.1,0.0,10.0,19.8,dry,low,85.9,9,94.2,0,0
-3.9,81.9,1.5,1.42,0.7,ice,low,54.2,1,23.0,3,0
27.3,70.5,0.31,10.0,4.5,dry,medium,44.6,16,91.4,0,1
23.2,45.2,1.71,4.76,10.5,snow,low,10.4,12,39.7,2,0
32.3,31.0,1.72,10.0,25.5,ice,low,49.5,22,41.2,3,0
37.7,31.0,2.95,5.08,10.8,snow,low,44.5,11,48.3,2,0
31.8,24.7,0.23,7.71,12.0,snow,low,73.9,20,50.7,2,0
38.2,21.6,0.3,10.0,3.4,dry,low,34.1,7,92.2,0,0
-3.5,59.3,11.31,0.2,9.3,wet,low,25.0,1,38.1,1,0
9.4,70.2,0.0,10.0,15.1,dry,low,62.3,13,93.5,0,0
13.6,93.2,0.0,10.0,25.3,dry,medium,71.2,0,88.9,0,1
10.0,35.8,0.06,9.87,27.7,dry,high,37.1,4,77.4,0,2
6.2,76.7,7.29,3.04,26.9,wet,high,40.3,22,33.6,1,2
27.8,70.2,0.14,7.27,23.4,dry,medium,58.9,7,76.0,0,1
13.3,78.5,11.61,3.49,19.4,wet,low,58.3,16,43.7,1,0
33.8,87.7,2.84,4.69,21.9,snow,low,70.7,3,35.7,2,0
6.4,60.9,0.0,5.06,6.3,dry,low,88.9,12,68.0,0,0
24.0,47.0,0.0,7.04,17.1,dry,low,51.2,2,76.6,0,0
16.2,23.1,6.34,2.0,34.6,wet,medium,68.0,19,37.7,1,1
32.2,43.8,8.56,0.83,20.4,wet,low,57.8,6,36.0,1,0
11.6,54.4,8.3,4.29,6.5,wet,high,56.3,2,41.3,1,2
1.6,95.0,6.62,2.41,29.0,wet,high,45.9,16,31.9,1,2
7.0,26.5,4.18,0.2,16.8,snow,high,83.1,8,23.8,2,2
44.7,50.2,0.02,9.49,9.6,dry,low,52.0,0,90.1,0,0
-1.4,84.2,0.0,7.25,23.9,dry,low,45.3,19,78.7,0,0
5.3,44.6,2.0,7.87,27.2,snow,medium,90.0,9,45.4,2,1
17.7,73.8,3.07,3.05,23.5,wet,high,49.4,23,36.4,1,2
4.2,41.3,0.32,5.78,17.5,dry,medium,49.1,10,60.2,0,1
33.8,96.6,0.87,5.36,29.0,snow,low,61.5,2,40.4,2,0
42.6,23.7,2.23,6.54,12.1,ice,low,75.2,16,32.9,3,0
41.9,88.4,13.65,5.75,20.9,wet,low,75.2,21,58.6,1,0
33.1,62.5,0.32,6.93,1.7,dry,high,28.3,11,60.7,0,2
26.3,55.4,0.14,7.01,13.9,snow,medium,62.1,1,43.8,2,1
24.4,77.7,9.54,0.2,0.6,wet,high,42.2,9,31.4,1,2
18.8,47.8,0.53,9.69,29.3,dry,low,47.8,10,88.8,0,0
21.4,79.7,3.1,0.2,19.9,snow,medium,60.0,22,26.9,2,1
2.0,73.7,15.0,0.2,18.2,wet,medium,68.4,20,35.6,1,1
18.9,80.9,0.3,10.0,8.9,dry,high,37.8,10,72.9,0,2
28.5,74.1,2.9,0.2,24.7,snow,high,72.1,1,21.1,2,2
30.0,46.1,0.09,9.32,22.2,dry,high,19.4,3,66.4,0,2
36.0,50.3,10.96,0.2,18.4,wet,medium,65.4,1,40.1,1,1
26.1,83.0,10.62,0.2,22.3,wet,medium,33.8,16,37.0,1,1
0.6,33.8,0.23,9.09,0.0,dry,medium,42.5,15,81.1,0,1
6.7,33.4,8.88,3.15,15.5,wet,low,73.3,3,43.4,1,0
-3.9,88.5,4.59,2.53,12.5,ice,low,54.6,19,18.2,3,0
-3.1,29.0,0.0,6.2,9.4,dry,medium,46.6,7,69.5,0,1
32.0,91.6,0.0,10.0,14.1,dry,high,75.5,8,74.5,0,2
12.5,36.2,4.38,7.48,0.0,wet,low,49.8,12,70.5,1,0
35.0,44.3,1.78,10.0,17.4,ice,high,39.8,4,32.9,3,2
39.4,90.0,14.2,3.65,14.9,wet,medium,102.0,15,38.2,1,1
1.3,62.2,1.39,10.0,20.4,wet,medium,36.5,13,69.8,1,1
18.5,26.5,2.99,1.18,21.3,snow,high,53.6,22,22.0,2,2
8.3,69.8,5.79,3.98,0.7,wet,medium,48.1,20,43.2,1,1
35.0,98.3,0.0,1.32,19.2,dry,low,93.0,0,45.8,0,0
10.0,57.0,0.77,9.4,20.9,dry,low,59.0,2,86.9,0,0
10.6,61.2,0.0,7.14,19.0,dry,low,91.6,5,78.0,0,0
34.1,78.7,0.55,10.0,0.0,dry,medium,47.2,7,87.6,0,1
13.4,36.2,7.13,1.46,26.4,wet,low,57.7,18,40.7,1,0
32.6,42.9,0.25,7.29,25.6,dry,low,59.0,14,78.9,0,0
13.2,67.0,0.0,8.02,12.4,dry,medium,36.2,11,81.1,0,1
24.0,24.3,1.97,6.57,7.3,wet,medium,63.4,4,59.9,1,1
43.2,22.9,0.0,4.73,7.6,dry,high,57.2,11,49.2,0,2
-1.4,47.0,2.54,5.86,17.1,ice,high,48.4,11,22.5,3,2
38.3,83.3,0.0,9.14,15.0,dry,medium,70.7,12,83.5,0,1
-0.4,85.4,0.0,10.0,21.1,dry,high,57.2,6,73.6,0,2
29.4,74.7,0.39,5.07,8.3,dry,medium,86.7,14,64.1,0,1
13.6,91.6,0.0,8.22,24.0,dry,medium,76.2,8,74.2,0,1
11.6,36.6,0.0,5.25,8.7,dry,low,20.7,22,72.5,0,0
44.2,39.4,0.0,6.81,28.9,dry,medium,72.0,14,69.0,0,1
40.2,53.2,2.86,0.2,9.9,snow,low,55.6,16,27.2,2,0
3.3,41.5,0.37,9.23,13.6,dry,medium,73.3,0,82.1,0,1
29.6,77.9,0.02,2.47,15.6,dry,medium,35.8,22,46.1,0,1
39.2,61.9,12.46,0.58,28.7,wet,low,37.7,15,38.6,1,0
41.6,28.8,3.16,5.08,10.6,snow,low,42.5,18,45.4,2,0
5.0,92.5,4.17,0.31,21.3,ice,medium,58.8,18,19.6,3,1
36.5,34.6,0.02,8.47,0.0,dry,medium,73.1,19,82.3,0,1
35.4,33.4,0.38,7.63,12.2,dry,medium,37.6,23,74.1,0,1
2.1,50.5,2.47,5.04,16.3,snow,low,80.8,21,38.6,2,0
13.0,20.6,0.0,8.05,15.7,dry,medium,55.4,1,82.4,0,1
43.7,88.6,4.07,0.58,4.7,ice,medium,64.0,2,16.1,3,1
19.5,79.5,11.67,3.38,21.6,wet,low,31.9,22,43.7,1,0
34.8,28.8,0.72,10.0,2.3,dry,low,41.1,13,98.9,0,0
6.0,97.3,2.21,0.2,0.0,wet,low,55.1,11,36.9,1,0
22.8,65.8,0.51,6.22,24.5,wet,low,112.1,5,61.3,1,0
40.2,27.0,0.15,10.0,6.3,dry,high,69.2,13,74.1,0,2
13.3,60.6,1.33,6.67,20.9,ice,low,24.1,22,33.6,3,0
4.4,80.5,2.8,2.44,11.6,ice,medium,56.5,14,21.6,3,1
-3.8,58.9,0.0,6.3,6.6,dry,high,52.6,22,62.3,0,2
9.6,24.8,8.26,5.04,0.0,wet,low,56.6,19,55.8,1,0
42.3,24.3,0.06,10.0,15.5,dry,high,33.0,2,76.1,0,2
-2.4,30.8,0.2,4.03,37.7,dry,low,10.0,17,53.8,0,0
35.2,95.8,0.38,3.64,27.2,dry,medium,46.8,14,52.9,0,1
8.5,45.5,0.16,10.0,19.7,dry,medium,68.4,10,80.4,0,1
36.3,61.8,1.36,9.75,11.3,wet,medium,40.0,18,73.7,1,1
12.2,75.2,7.11,1.95,20.3,wet,medium,42.6,1,32.4,1,1
21.2,45.2,4.65,10.0,27.8,snow,medium,42.9,14,54.1,2,1
34.1,97.3,0.0,8.46,22.6,dry,medium,82.8,21,80.7,0,1
